Age,Income,CreditScore,LoanAmount,LoanDuration,DebtToIncome,Repaid
66.69,146991.03,718.97,43494.72,69,0.37,true
51.81,73528.05,635.78,119844.24,47,0.80,false
38.94,37035.81,650.32,369628.55,75,19.75,false
32.43,170302.42,859.81,57022.44,80,0.30,true
41.70,79028.39,646.47,89798.54,37,2.49,true
46.18,126213.57,856.76,57058.65,57,0.27,true
18.85,15288.79,628.70,368487.96,77,48.71,false
29.59,60797.13,362.19,557044.55,71,16.43,false
51.15,74033.77,637.14,92240.92,49,2.77,true
40.30,17047.13,611.31,62953.08,83,51.43,false
35.65,65245.90,697.09,105376.33,44,0.55,false
33.10,146315.38,752.76,64078.08,80,0.23,true
33.04,57129.03,608.80,50035.93,28,1.22,true
34.89,42983.45,602.86,117116.33,54,52.42,false
36.85,51176.73,402.91,413859.02,65,21.85,false
39.36,15658.99,546.61,248403.94,77,48.21,false
59.59,168885.67,776.44,15528.40,16,0.21,true
31.67,57299.95,555.68,229246.38,48,32.39,false
27.43,44869.98,523.78,592663.72,80,42.26,false
59.27,100573.12,888.35,92580.42,82,0.39,true
49.05,129516.46,741.84,97303.18,57,0.16,true
32.91,49372.16,350.98,376253.25,78,53.53,false
41.55,71066.43,957.35,47246.90,45,0.08,true
52.28,65694.37,636.12,75145.09,43,5.34,false
34.58,15262.05,406.81,421796.41,79,29.86,false
66.37,176821.76,900.00,23655.88,33,0.38,true
28.95,97057.71,929.86,36153.57,53,0.25,true
32.12,47872.45,690.64,65947.07,30,3.34,false
37.56,100022.56,689.64,150492.11,57,2.34,false
44.15,181872.90,878.57,34275.61,66,0.37,true
22.68,23312.36,495.94,391707.59,81,47.02,false
67.47,155472.35,913.37,50762.72,55,0.42,true
43.35,157024.35,765.95,94011.37,74,0.36,true
32.29,27081.43,384.94,488968.81,80,30.51,false
31.10,112935.83,936.05,88129.14,40,0.10,true
28.42,37844.40,334.46,123980.07,36,31.30,false
31.99,107121.96,661.36,61809.66,31,1.24,false
40.25,15535.46,571.41,189911.99,72,20.57,false
30.28,47754.72,421.89,210894.35,66,43.04,false
54.27,56807.06,663.58,64589.05,34,4.61,false
52.30,173503.48,866.41,90991.07,44,0.43,true
33.00,52495.96,453.14,456119.75,47,35.46,false
56.99,193315.68,825.98,47084.82,54,0.23,true
33.26,57354.83,636.80,109107.20,43,2.93,true
19.15,59298.15,631.14,328231.62,59,34.22,false
69.43,198921.23,949.02,84720.19,19,0.18,true
52.99,110391.26,806.12,103987.95,58,0.30,true
32.77,59184.24,823.15,94669.98,72,0.37,true
60.34,112095.59,776.48,65856.62,48,0.42,true
62.12,114634.22,859.67,79103.23,83,0.12,true
19.70,36881.55,640.66,81187.19,82,51.92,false
34.82,20876.22,530.83,241608.55,53,28.63,false
44.39,76107.63,664.83,132752.68,56,2.44,false
34.27,145375.70,861.62,98457.12,34,0.09,true
54.08,111601.63,917.68,17846.94,17,0.44,true
68.11,176368.36,793.42,50397.28,34,0.37,true
40.45,159565.90,722.33,37446.16,14,0.31,true
42.62,139888.37,812.98,52633.89,66,0.09,true
47.09,81989.56,741.00,133032.69,38,4.42,true
64.87,84837.29,894.22,94621.55,50,0.45,true
51.72,196876.99,826.65,33240.48,75,0.26,true
31.36,35629.46,379.83,303135.28,62,51.90,false
30.79,39322.08,459.70,535709.86,61,17.39,false
45.05,76861.06,646.34,50897.46,53,3.51,false
35.74,62175.97,490.82,68752.08,72,52.34,false
28.22,29133.21,318.02,475205.90,80,53.59,false
27.66,14915.70,376.27,81574.32,70,32.77,false
26.43,32471.41,465.34,128635.71,38,23.93,false
18.79,44121.05,404.66,502885.27,57,37.47,false
39.71,44346.92,517.15,261140.05,48,36.54,false
49.66,130511.80,878.48,79515.55,74,0.40,true
34.79,64150.34,675.88,93337.39,29,4.15,false
64.77,126364.43,949.72,89639.76,35,0.30,true
50.16,72828.12,749.27,27250.33,59,2.34,true
24.79,30539.88,457.89,227077.37,79,41.15,false
29.30,36461.64,402.73,338979.88,62,21.82,false
41.97,47182.79,399.91,319278.82,57,27.28,false
35.42,76113.26,721.19,153156.87,49,3.70,false
37.32,62655.08,685.53,92639.08,45,4.17,true
33.72,23281.70,467.01,161665.00,81,18.47,false
47.10,110226.56,704.10,137263.80,29,2.88,true
46.55,59663.05,672.71,59115.07,58,4.28,false
21.62,28421.62,545.78,169975.34,69,36.91,false
51.71,83689.13,670.51,125407.54,57,1.56,true
24.49,25386.80,545.65,389370.09,81,25.13,false
58.47,198661.00,936.98,70808.73,73,0.29,true
39.62,122759.48,761.46,46569.45,37,0.40,true
43.81,78421.17,715.98,100373.52,67,0.41,true
52.52,45929.19,643.37,25167.65,49,4.58,false
32.55,106553.56,620.82,53847.82,56,5.10,true
37.04,56363.51,933.16,77816.10,14,0.24,true
53.64,189522.08,799.48,87459.44,50,0.34,true
39.45,28542.46,511.18,548398.50,57,53.43,false
22.97,18460.75,420.32,393001.23,82,36.34,false
30.09,57698.79,585.35,530345.60,47,47.92,false
34.52,45757.33,647.99,75072.94,48,2.71,false
57.93,59388.66,878.52,58305.24,28,0.14,true
36.90,16138.10,449.77,500159.18,54,50.23,false
26.96,87987.74,865.25,41779.41,41,0.24,true
36.41,81394.97,898.67,44722.50,27,0.33,true
29.97,171608.65,821.67,102267.77,65,0.13,true
43.92,173131.90,909.20,86924.67,58,0.41,true
45.80,45488.88,619.30,122090.15,41,0.94,true
33.68,113439.64,656.61,84613.05,30,5.03,false
63.71,180188.23,879.46,98799.53,81,0.44,true
30.15,99858.53,650.62,135365.81,51,3.44,true
39.00,42062.75,320.68,324303.12,79,23.18,false
57.20,150754.15,831.79,43933.45,34,0.34,true
27.23,29325.00,429.94,334243.75,58,21.11,false
35.33,24375.24,530.06,268430.92,70,27.49,false
34.87,174280.81,737.39,45096.74,30,0.36,true
25.11,17481.91,319.35,514148.04,42,54.46,false
50.60,96534.16,822.71,45732.61,80,0.25,true
18.57,25534.72,634.01,69912.59,75,17.43,false
36.54,98597.46,646.21,139372.07,29,5.45,true
63.79,165058.46,723.19,87902.70,21,0.26,true
34.43,69015.13,678.33,111095.89,59,5.15,false
37.35,37958.49,528.96,100342.44,37,49.24,false
43.28,76749.81,913.51,96139.00,73,0.43,true
18.75,26187.65,407.21,489999.28,76,27.45,false
51.84,82396.50,955.95,18577.97,45,0.20,true
60.12,153874.02,853.00,90533.96,26,0.18,true
41.58,60723.07,569.47,245898.57,83,18.25,false
43.43,47273.11,649.52,301523.06,45,27.87,false
30.57,71842.36,617.37,23838.27,24,5.29,true
29.45,32205.79,515.59,216436.22,57,45.35,false
53.51,87616.36,927.67,31928.91,36,0.29,true
26.34,67647.88,756.41,88030.87,20,0.17,true
61.97,131741.53,900.66,20082.21,49,0.39,true
41.07,55744.26,529.70,181694.75,55,38.64,false
48.77,100235.45,727.41,130671.26,49,2.81,true
29.75,32269.95,399.25,99441.22,83,54.46,false
41.86,37030.35,499.01,520178.13,41,41.60,false
32.10,37267.84,641.52,359665.65,77,19.56,false
54.20,90392.03,934.64,78949.72,50,0.23,true
18.58,19096.49,582.76,345581.74,59,36.61,false
36.51,20368.58,461.76,325426.81,52,39.87,false
37.65,55223.43,499.98,149637.92,42,34.18,false
45.34,114958.32,668.19,80139.19,24,5.22,true
39.00,155208.39,739.51,21315.49,31,0.44,true
33.15,48466.30,669.80,137286.93,44,4.45,true
24.23,27824.38,624.44,289919.05,81,33.86,false
65.19,79298.10,923.50,18345.35,34,0.07,true
53.26,69107.39,892.79,101904.31,38,0.25,true
33.87,36906.77,354.46,278085.54,49,23.01,false
22.67,39083.41,649.33,444260.28,53,17.48,false
59.65,169041.73,875.32,19162.62,54,0.07,true
23.79,43387.60,392.81,276574.01,50,46.21,false
27.28,172157.24,785.85,57476.50,24,0.38,true
25.94,28882.88,333.87,272999.46,81,41.82,false
38.80,35661.09,627.04,464586.48,54,18.14,false
58.14,98856.18,785.52,60912.35,51,0.07,true
39.35,144269.09,840.66,16133.28,35,0.39,true
33.07,73829.63,729.40,22087.40,74,0.33,true
42.43,68192.93,620.78,48465.33,55,4.07,false
43.50,169711.92,856.96,62465.63,62,0.43,true
51.63,121492.25,640.64,49690.44,35,1.39,false
31.89,110706.20,637.73,57954.63,39,1.32,false
37.03,93204.06,619.61,83778.13,46,2.45,true
51.93,42872.04,633.82,118755.92,43,1.16,false
21.05,37382.69,478.23,398150.61,60,19.78,false
60.55,69652.15,842.26,20881.40,74,0.10,true
35.19,63304.60,722.03,122284.60,33,2.96,false
44.13,180254.81,830.44,93781.25,50,0.31,true
61.20,190189.39,784.71,65273.64,28,0.29,true
41.82,38911.62,410.74,288130.26,74,53.66,false
27.82,55624.06,499.10,554731.46,63,15.08,false
47.53,49968.52,665.55,129962.98,51,3.22,false
43.50,107743.66,886.55,53206.46,31,0.37,true
39.61,55779.47,657.82,88124.43,45,1.69,true
54.23,92526.33,737.35,66612.47,62,0.42,true
49.03,70756.25,723.66,54083.30,56,1.45,true
42.09,105170.24,681.78,142053.50,54,4.42,true
37.77,45398.30,365.00,212784.91,50,29.55,false
48.09,59886.03,761.35,50495.46,38,0.25,true
56.01,153641.17,827.76,17457.97,62,0.36,true
51.09,67021.34,742.66,31855.42,43,3.10,false
36.63,149619.36,728.91,78397.13,55,0.36,true
61.84,134416.78,901.86,93170.38,31,0.10,true
24.02,34718.36,589.32,259482.58,44,23.84,false
25.95,92758.78,863.55,32507.58,74,0.32,true
41.30,49303.51,301.44,339419.88,80,47.07,false
42.31,48032.81,540.62,211568.37,49,28.81,false
25.79,14768.49,465.82,496436.42,66,51.36,false
19.93,30340.36,422.87,317362.39,55,18.25,false
60.26,128463.43,866.61,33711.59,73,0.18,true
42.70,91768.78,646.70,71276.29,47,0.84,false
24.90,47078.12,422.28,346715.51,54,49.84,false
46.55,107158.27,707.67,67072.60,38,3.17,false
37.68,43893.17,418.66,486119.69,82,18.97,false
43.20,80718.50,614.75,131982.17,53,1.31,false
40.86,32217.01,575.07,538176.52,83,25.60,false
34.66,159726.14,810.77,78042.17,77,0.41,true
34.45,51395.24,529.06,389345.49,80,34.45,false
30.44,72747.49,644.19,65248.47,49,1.63,false
25.78,20691.22,423.57,272513.84,69,22.07,false
30.45,42305.45,432.96,394435.24,67,24.49,false
27.76,60625.82,454.22,462135.92,44,35.11,false
24.60,13835.58,327.38,493911.69,80,48.56,false
56.22,157108.78,844.86,22875.12,52,0.05,true
50.63,51460.85,684.69,81953.48,40,1.20,false
29.89,47241.71,604.00,378936.75,68,46.09,false
25.82,192951.85,896.56,69501.43,36,0.18,true
28.00,34030.76,441.86,424754.57,78,34.17,false
62.00,169407.15,901.55,80145.45,69,0.32,true
34.54,203608.19,773.83,23877.84,67,0.06,true
40.73,24076.99,485.53,304713.20,71,27.07,false
43.17,108475.37,651.14,60060.99,29,1.65,true
